corner_id,match_id,time,team_taking,is_inswing,delivery_target,outcome,is_shot,is_clearance,is_goal,winning_duel_id,header_location_x,header_location_y
131,14,74.61,b'Schalke 04',False,far post,clearance,False,True,False,236015.0,63.2,10.78
132,14,29.77,b'Schalke 04',False,penalty spot,shot,True,False,False,230232.0,76.99,8.0
133,14,2.12,b'Milan',True,far post,clearance,False,True,False,226456.0,29.0,26.17
141,15,56.59,b'Torino',False,penalty spot,clearance,False,True,False,265761.0,76.14,7.76
142,15,72.16,b'Torino',True,near post,clearance,False,True,False,226129.0,68.84,29.66
143,15,64.22,b'Torino',True,penalty spot,shot,True,False,False,240091.0,55.59,15.38
144,15,43.24,b'Torino',True,penalty spot,clearance,False,True,False,230202.0,16.2,41.66
145,15,54.86,b'Torino',True,near post,goal,True,False,True,247082.0,32.69,5.63
151,16,26.02,b'VfL Bochum 1848',True,penalty spot,goal,True,False,True,230981.0,34.13,18.65
161,17,86.8,b'Kaizer Chiefs',False,near post,no outcome,False,False,False,223680.0,41.42,30.92
162,17,3.34,b'Southampton',True,near post,foul,False,False,False,259031.0,8.91,30.89
163,17,15.91,b'Southampton',False,penalty spot,clearance,False,True,False,244004.0,66.92,20.09
164,17,78.02,b'Kaizer Chiefs',False,penalty spot,shot,True,False,False,241102.0,69.27,12.42
165,17,25.79,b'Southampton',True,penalty spot,foul,False,False,False,225711.0,45.82,37.41
171,18,50.81,b'Austria Klagenfurt',True,far post,shot,True,False,False,258505.0,17.13,4.74
172,18,87.5,b'Rapid Vienna',True,near post,shot,True,False,False,230406.0,54.23,22.86
181,19,4.96,b'Atl\xe9tico Mineiro',False,near post,shot,True,False,False,190778.0,18.72,4.05
182,19,23.27,b'Crystal Palace',False,far post,clearance,False,True,False,237321.0,38.31,26.4
183,19,53.55,b'Crystal Palace',False,far post,clearance,False,True,False,226093.0,22.9,22.02
184,19,59.22,b'Crystal Palace',True,near post,clearance,False,True,False,271857.0,53.5,43.59
191,20,82.72,b'Palmeiras',False,near post,clearance,False,True,False,270017.0,64.18,31.47
192,20,31.4,b'Palmeiras',True,penalty spot,clearance,False,True,False,206115.0,29.97,27.7
193,20,66.53,b'Arsenal',True,penalty spot,shot,True,False,False,234678.0,88.0,20.67
194,20,56.8,b'Arsenal',True,near post,clearance,False,True,False,193860.0,86.27,42.03
201,21,21.94,b'Leeds United',False,far post,clearance,False,True,False,268536.0,22.89,47.25
211,22,48.29,b'U.C. Sampdoria',False,far post,clearance,False,True,False,169792.0,76.02,45.28
212,22,86.07,b'U.C. Sampdoria',False,far post,clearance,False,True,False,230372.0,1.75,1.53
213,22,17.36,b'U.C. Sampdoria',True,far post,foul,False,False,False,264793.0,29.1,17.63
214,22,5.17,b'U.C. Sampdoria',True,penalty spot,goal,True,False,True,244795.0,33.69,12.62
221,23,83.01,b'SPAL',True,near post,shot,True,False,False,229391.0,33.2,34.35
222,23,37.16,b'SPAL',True,near post,clearance,False,True,False,202685.0,1.59,22.34
223,23,82.61,b'SPAL',True,far post,no outcome,False,False,False,198032.0,38.98,33.5
231,24,6.05,b'Benevento',True,penalty spot,clearance,False,True,False,189251.0,84.99,4.15
232,24,51.3,b'Benevento',False,penalty spot,goal,True,False,True,236109.0,73.28,4.13
241,25,55.01,b'FC Schalke 04',False,near post,clearance,False,True,False,244661.0,24.93,46.98
251,26,41.93,b'Bayer 04 Leverkusen',True,far post,goal,True,False,True,254882.0,84.62,45.84
252,26,52.73,b'Bayer 04 Leverkusen',False,far post,clearance,False,True,False,137506.0,85.43,14.39
261,27,33.11,b'Hertha BSC',True,near post,clearance,False,True,False,235421.0,2.33,27.8
262,27,20.31,b'Hertha BSC',True,near post,clearance,False,True,False,261640.0,92.82,5.99
263,27,40.86,b'Hertha BSC',False,far post,shot,True,False,False,231743.0,45.97,27.25
264,27,86.72,b'Bologna',False,penalty spot,shot,True,False,False,262632.0,83.78,36.33
271,28,22.03,b'Clube Atl\xe9tico Mineiro',False,far post,clearance,False,True,False,200215.0,95.38,46.35
272,28,24.1,b'Clube Atl\xe9tico Mineiro',True,penalty spot,no outcome,False,False,False,224494.0,96.63,6.04
273,28,70.08,b'Internacional',True,near post,no outcome,False,False,False,230278.0,50.06,39.65
274,28,65.57,b'Internacional',True,near post,clearance,False,True,False,255043.0,82.14,4.53
275,28,88.48,b'Clube Atl\xe9tico Mineiro',True,near post,goal,True,False,True,241585.0,23.96,42.05
281,29,87.06,b'SV Werder Bremen',False,penalty spot,clearance,False,True,False,220651.0,98.52,49.7
291,30,56.43,b'Ava\xed FC',False,penalty spot,foul,False,False,False,228614.0,1.71,9.58
292,30,11.46,b'Ava\xed FC',False,penalty spot,shot,True,False,False,228295.0,26.7,12.56
301,31,29.15,b'Spezia',True,near post,goal,True,False,True,186158.0,39.52,27.94
302,31,7.59,b'Newcastle United',True,penalty spot,no outcome,False,False,False,266891.0,76.76,30.23
311,32,79.95,b'U.C. Sampdoria',False,penalty spot,no outcome,False,False,False,230229.0,63.86,38.3
321,33,88.98,b'Monza',False,near post,shot,True,False,False,257190.0,54.55,33.71
322,33,18.13,b'Monza',True,far post,shot,True,False,False,186905.0,44.99,16.74
323,33,31.93,b'Monza',False,far post,shot,True,False,False,262663.0,25.69,5.23
324,33,11.9,b'Fulham',True,penalty spot,goal,True,False,True,230469.0,97.07,10.87
331,34,41.24,b'Benevento',False,far post,clearance,False,True,False,263620.0,69.58,47.59
332,34,66.62,b'Benevento',False,far post,no outcome,False,False,False,245903.0,47.35,23.52
333,34,23.18,b'FC Red Bull Salzburg',False,penalty spot,no outcome,False,False,False,230295.0,6.67,39.05
334,34,43.48,b'Benevento',True,far post,goal,True,False,True,231677.0,75.07,13.13
341,35,9.7,b'1. FC K\xf6ln',True,far post,foul,False,False,False,251954.0,38.43,26.09
342,35,51.23,b'Gr\xeamio',True,far post,no outcome,False,False,False,253475.0,8.36,45.29
343,35,66.86,b'1. FC K\xf6ln',True,near post,clearance,False,True,False,230464.0,44.06,32.85
344,35,64.5,b'1. FC K\xf6ln',False,penalty spot,goal,True,False,True,230918.0,18.71,7.38
351,36,73.83,b'Sport-Club Freiburg',True,far post,shot,True,False,False,203775.0,7.49,34.95
352,36,89.32,b'Aston Villa',True,penalty spot,clearance,False,True,False,256790.0,76.37,25.87
353,36,63.31,b'Aston Villa',False,far post,clearance,False,True,False,222492.0,54.45,30.78
361,37,83.92,b'Crystal Palace',False,near post,foul,False,False,False,260925.0,14.71,31.07
362,37,74.21,b'VfL Bochum 1848',True,near post,shot,True,False,False,228751.0,22.13,7.99
371,38,66.35,b'Club Athletico Paranaense',True,penalty spot,shot,True,False,False,229906.0,31.45,11.06
372,38,51.23,b'Club Athletico Paranaense',True,near post,shot,True,False,False,236498.0,94.82,2.41
373,38,40.57,b'FC Bayern M\xfcnchen',False,penalty spot,clearance,False,True,False,243588.0,41.26,6.85
374,38,47.65,b'FC Bayern M\xfcnchen',False,penalty spot,clearance,False,True,False,188996.0,94.15,44.36
381,39,19.87,b'Clube Atl\xe9tico Mineiro',True,near post,clearance,False,True,False,203487.0,9.72,25.53
391,40,88.05,b'Manchester City',True,near post,shot,True,False,False,210502.0,57.17,48.54
392,40,36.08,b'Vasco da Gama',False,penalty spot,clearance,False,True,False,200316.0,49.08,36.76
393,40,7.32,b'Manchester City',True,far post,no outcome,False,False,False,266000.0,82.47,27.7
394,40,12.09,b'Vasco da Gama',True,near post,clearance,False,True,False,223524.0,47.56,42.46
401,41,27.75,b'Paderborn',True,penalty spot,shot,True,False,False,251551.0,94.22,45.12
402,41,79.64,b'1. FC K\xf6ln',False,penalty spot,clearance,False,True,False,269653.0,32.63,37.62
403,41,12.13,b'Paderborn',True,near post,no outcome,False,False,False,236378.0,38.29,32.45
404,41,67.76,b'Paderborn',True,near post,shot,True,False,False,253474.0,74.58,6.04
411,42,83.87,b'Genoa',True,far post,clearance,False,True,False,268259.0,75.81,24.76
412,42,45.69,b'Genoa',True,far post,clearance,False,True,False,263041.0,25.4,12.6
413,42,42.69,b'U.C. Sampdoria',True,penalty spot,clearance,False,True,False,188541.0,79.42,9.18
414,42,17.73,b'Genoa',False,near post,clearance,False,True,False,190460.0,27.09,5.83
421,43,9.35,b'Ried',True,penalty spot,clearance,False,True,False,244456.0,82.7,12.47
422,43,58.69,b'Sturm Graz',True,penalty spot,clearance,False,True,False,244108.0,54.99,19.32
423,43,79.12,b'Ried',False,penalty spot,foul,False,False,False,184431.0,45.77,49.04
431,44,39.66,b'Admira',True,near post,clearance,False,True,False,222493.0,38.46,7.26
432,44,75.45,b'Admira',True,penalty spot,shot,True,False,False,257170.0,37.01,30.91
433,44,66.73,b'Bayer 04 Leverkusen',True,far post,foul,False,False,False,219912.0,85.08,17.78
434,44,33.1,b'Admira',False,near post,clearance,False,True,False,243200.0,22.52,11.53
441,45,21.57,b'Wolverhampton Wanderers',True,penalty spot,no outcome,False,False,False,264411.0,25.84,42.62
442,45,82.98,b'Fulham',False,penalty spot,no outcome,False,False,False,252119.0,5.76,26.31
443,45,9.15,b'Fulham',True,far post,foul,False,False,False,189446.0,83.0,33.63
451,46,12.57,b'FC Flyeralarm Admira',True,far post,foul,False,False,False,236485.0,44.0,30.6
452,46,54.75,b'FC Flyeralarm Admira',False,penalty spot,clearance,False,True,False,253290.0,17.36,17.88
461,47,65.87,b'Associa\xe7\xe3o Chapecoense de Futebol',True,far post,goal,True,False,True,193361.0,14.23,46.72
471,48,34.56,b'Wattens',False,near post,shot,True,False,False,199189.0,82.72,35.85
472,48,14.98,b'Werder Bremen',False,far post,clearance,False,True,False,171972.0,7.54,35.22
473,48,56.78,b'Wattens',True,penalty spot,shot,True,False,False,204922.0,42.36,41.73
481,49,37.01,b'Bayer 04 Leverkusen',True,near post,clearance,False,True,False,243048.0,68.12,10.57
482,49,73.72,b'S\xe3o Paulo',True,far post,shot,True,False,False,230509.0,29.18,46.42
483,49,26.43,b'S\xe3o Paulo',False,near post,shot,True,False,False,204838.0,37.39,1.11
484,49,44.03,b'Bayer 04 Leverkusen',True,far post,goal,True,False,True,232805.0,24.36,33.57
491,50,53.65,b'Fulham',True,far post,shot,True,False,False,230493.0,42.64,12.4
492,50,49.15,b'Sassuolo',True,far post,shot,True,False,False,260415.0,58.69,36.38
493,50,67.95,b'Sassuolo',True,penalty spot,no outcome,False,False,False,194201.0,87.38,30.45
501,51,70.99,b'SpVgg Greuther F\xfcrth',True,penalty spot,clearance,False,True,False,258407.0,11.05,33.9
502,51,86.03,b'SpVgg Greuther F\xfcrth',False,penalty spot,no outcome,False,False,False,237692.0,80.95,44.46
503,51,33.93,b'SpVgg Greuther F\xfcrth',True,far post,shot,True,False,False,220659.0,74.94,12.58
504,51,49.81,b'WSG Tirol',False,far post,clearance,False,True,False,265194.0,96.3,36.21
511,52,58.89,b'Wattens',True,penalty spot,clearance,False,True,False,258820.0,43.51,44.45
512,52,63.8,b'Eintracht Frankfurt',True,near post,shot,True,False,False,242752.0,9.91,7.55
513,52,83.19,b'Eintracht Frankfurt',True,near post,clearance,False,True,False,173130.0,92.52,32.54
514,52,68.28,b'Wattens',True,near post,clearance,False,True,False,244546.0,64.31,1.5
515,52,54.95,b'Wattens',True,penalty spot,shot,True,False,False,256620.0,38.27,44.88
521,53,38.83,b'Torino F.C.',True,far post,clearance,False,True,False,208670.0,18.14,21.02
522,53,4.91,b'Torino F.C.',True,near post,clearance,False,True,False,258928.0,23.88,35.25
523,53,19.71,b'Nottingham Forest',False,penalty spot,shot,True,False,False,195365.0,68.11,42.7
524,53,19.51,b'Nottingham Forest',False,near post,clearance,False,True,False,240675.0,62.52,36.53
525,53,72.6,b'Nottingham Forest',True,far post,goal,True,False,True,257228.0,63.98,22.32
531,54,41.18,b'VfL Bochum 1848',True,penalty spot,clearance,False,True,False,234760.0,99.72,9.39
541,55,42.88,b'Spezia',False,near post,clearance,False,True,False,241689.0,61.79,33.26
542,55,74.16,b'Udinese',False,penalty spot,clearance,False,True,False,199254.0,58.9,41.53
543,55,37.7,b'Spezia',True,penalty spot,clearance,False,True,False,225781.0,84.25,8.27
544,55,68.95,b'Udinese',False,near post,goal,True,False,True,270682.0,28.3,22.88
545,55,34.46,b'Udinese',True,far post,clearance,False,True,False,232488.0,56.42,0.62
551,56,29.14,b'CSA',False,far post,shot,True,False,False,230441.0,55.01,30.02
552,56,14.17,b'CSA',False,penalty spot,no outcome,False,False,False,237386.0,85.45,39.33
553,56,66.02,b'Spezia',False,penalty spot,clearance,False,True,False,247409.0,85.39,41.12
561,57,7.55,b'FC Union Berlin',True,penalty spot,shot,True,False,False,184274.0,57.79,11.11
562,57,20.31,b'Atalanta',True,near post,no outcome,False,False,False,189280.0,46.85,39.44
563,57,28.48,b'Atalanta',True,penalty spot,clearance,False,True,False,242947.0,22.51,33.4
571,58,74.97,b'VfL Bochum 1848',True,near post,goal,True,False,True,242530.0,10.99,43.83
581,59,43.57,b'FC K\xf6ln',False,penalty spot,clearance,False,True,False,198946.0,69.91,16.88
582,59,38.59,b'FC K\xf6ln',True,far post,shot,True,False,False,152107.0,51.79,2.36
583,59,63.33,b'U.S. Sassuolo Calcio',False,penalty spot,clearance,False,True,False,206098.0,27.91,48.95
584,59,69.11,b'U.S. Sassuolo Calcio',True,penalty spot,no outcome,False,False,False,256887.0,46.19,17.28
591,60,4.22,b'AC Milan',False,penalty spot,clearance,False,True,False,252279.0,80.32,28.75
592,60,59.34,b'Torino F.C.',False,far post,shot,True,False,False,244108.0,42.72,20.11
593,60,64.8,b'Torino F.C.',True,near post,clearance,False,True,False,234102.0,84.33,40.64
594,60,77.9,b'Torino F.C.',True,near post,clearance,False,True,False,235790.0,63.52,7.56
601,61,86.56,b'Vasco da Gama',False,near post,clearance,False,True,False,253969.0,73.03,8.61
611,62,31.03,b'Bragantino',True,far post,goal,True,False,True,262793.0,42.38,34.26
612,62,11.97,b'Bragantino',True,near post,clearance,False,True,False,201988.0,63.46,20.17
613,62,81.29,b'Bragantino',False,near post,goal,True,False,True,220093.0,29.77,25.79
614,62,12.52,b'U.C. Sampdoria',False,far post,clearance,False,True,False,212267.0,71.99,29.36
621,63,45.34,b'LASK Linz',False,near post,shot,True,False,False,189250.0,72.11,31.09
622,63,21.42,b'SC Freiburg',True,penalty spot,clearance,False,True,False,230197.0,63.14,41.69
623,63,51.6,b'LASK Linz',False,penalty spot,no outcome,False,False,False,230188.0,9.58,12.94
631,64,18.27,b'Paderborn',True,near post,clearance,False,True,False,230439.0,90.59,2.75
632,64,49.79,b'Paderborn',True,far post,clearance,False,True,False,205989.0,42.53,0.55
633,64,9.71,b'Cruzeiro',False,penalty spot,no outcome,False,False,False,257176.0,90.99,3.6
634,64,36.69,b'Cruzeiro',True,penalty spot,shot,True,False,False,172553.0,43.14,45.77
635,64,55.86,b'Paderborn',False,far post,clearance,False,True,False,192387.0,4.3,41.01
641,65,1.91,b'Fiorentina',True,near post,shot,True,False,False,231410.0,45.87,43.1
642,65,19.12,b'Fiorentina',False,far post,clearance,False,True,False,193849.0,2.81,2.46
643,65,21.65,b'FC Union Berlin',False,far post,foul,False,False,False,230510.0,74.13,16.33
651,66,35.61,b'Sport-Club Freiburg',False,far post,shot,True,False,False,221587.0,61.59,25.73
652,66,35.69,b'Sport-Club Freiburg',True,near post,clearance,False,True,False,215785.0,63.49,41.16
653,66,31.1,b'Cear\xe1 Sporting Club',False,penalty spot,foul,False,False,False,257636.0,39.29,11.03
654,66,41.41,b'Sport-Club Freiburg',True,far post,shot,True,False,False,230408.0,72.59,10.59
661,67,68.88,b'Watford',True,penalty spot,shot,True,False,False,266619.0,14.21,5.99
662,67,51.87,b'Sassuolo',True,penalty spot,goal,True,False,True,192445.0,41.71,32.41
663,67,21.29,b'Sassuolo',False,near post,shot,True,False,False,248385.0,56.66,5.35
664,67,68.53,b'Watford',True,far post,clearance,False,True,False,190311.0,63.61,26.3
665,67,73.92,b'Watford',False,near post,clearance,False,True,False,193331.0,1.41,26.24
671,68,10.64,b'Wattens',True,penalty spot,shot,True,False,False,198031.0,54.61,8.21
672,68,6.28,b'Wattens',True,near post,shot,True,False,False,236164.0,57.05,47.24
673,68,34.61,b'Wattens',True,near post,shot,True,False,False,234378.0,0.42,45.5
674,68,3.7,b'Lecce',True,far post,clearance,False,True,False,236772.0,50.59,25.88
675,68,25.25,b'Wattens',True,penalty spot,shot,True,False,False,207557.0,87.67,49.67
681,69,8.26,b'Nottingham Forest',True,far post,clearance,False,True,False,265577.0,16.75,28.63
682,69,64.63,b'Chelsea',True,far post,foul,False,False,False,236378.0,70.75,9.17
683,69,5.69,b'Nottingham Forest',False,near post,shot,True,False,False,206511.0,31.84,30.93
684,69,23.7,b'Chelsea',True,penalty spot,shot,True,False,False,199914.0,35.9,27.55
691,70,40.88,b'SV Werder Bremen',True,penalty spot,clearance,False,True,False,243702.0,36.0,39.92
701,71,39.18,b'AC Milan',True,near post,clearance,False,True,False,258625.0,19.58,48.85
702,71,30.97,b'Juventus',True,penalty spot,goal,True,False,True,270033.0,5.54,30.16
703,71,38.01,b'AC Milan',True,near post,shot,True,False,False,221491.0,85.37,30.01
704,71,70.38,b'Juventus',True,penalty spot,goal,True,False,True,246861.0,30.71,6.14
705,71,83.03,b'Juventus',True,penalty spot,goal,True,False,True,191076.0,66.03,41.79
711,72,65.89,b'Watford',True,penalty spot,foul,False,False,False,209957.0,90.81,33.26
712,72,9.85,b'Udinese',True,near post,clearance,False,True,False,243275.0,67.13,38.68
713,72,60.95,b'Watford',False,near post,clearance,False,True,False,231428.0,70.49,3.08
721,73,63.89,b'Manchester United',True,far post,clearance,False,True,False,230248.0,49.17,15.86
722,73,82.86,b'Borussia M\xf6nchengladbach',False,far post,shot,True,False,False,230472.0,25.69,18.69
723,73,8.79,b'Manchester United',False,far post,no outcome,False,False,False,230387.0,0.91,20.19
724,73,37.25,b'Borussia M\xf6nchengladbach',False,far post,clearance,False,True,False,239709.0,74.55,32.87
731,74,10.88,b'Internacional',True,penalty spot,shot,True,False,False,233049.0,64.58,17.34
732,74,88.12,b'Udinese',False,far post,shot,True,False,False,53739.0,20.98,7.19
741,75,18.93,b'Genoa',True,penalty spot,goal,True,False,True,230323.0,7.31,20.08
742,75,88.1,b'Mamelodi Sundowns',False,far post,foul,False,False,False,230295.0,95.34,39.87
743,75,7.28,b'Mamelodi Sundowns',True,penalty spot,shot,True,False,False,257916.0,61.75,21.19
744,75,47.97,b'Mamelodi Sundowns',False,penalty spot,clearance,False,True,False,255360.0,39.17,13.97
745,75,37.33,b'Genoa',False,near post,foul,False,False,False,192663.0,63.27,29.73
751,76,5.38,b'Rheindorf Altach',False,far post,no outcome,False,False,False,224221.0,38.97,11.64
752,76,74.85,b'Rheindorf Altach',False,penalty spot,goal,True,False,True,262955.0,20.3,18.77
753,76,13.33,b'Rheindorf Altach',True,penalty spot,clearance,False,True,False,257534.0,48.65,46.7
754,76,75.54,b'Rheindorf Altach',True,penalty spot,shot,True,False,False,237647.0,37.36,46.8
755,76,49.7,b'U.S. Sassuolo Calcio',True,far post,shot,True,False,False,245275.0,46.95,3.4
761,77,67.48,b'Spartak Moskva',True,near post,no outcome,False,False,False,244087.0,53.14,3.87
762,77,45.24,b'Mamelodi Sundowns',True,penalty spot,shot,True,False,False,256115.0,9.09,39.29
763,77,44.89,b'Mamelodi Sundowns',True,penalty spot,goal,True,False,True,231874.0,51.53,43.97
771,78,46.43,b'Club Athletico Paranaense',True,penalty spot,clearance,False,True,False,195864.0,91.84,26.05
772,78,68.86,b'Torino',False,penalty spot,clearance,False,True,False,263647.0,53.17,3.92
773,78,88.25,b'Club Athletico Paranaense',False,penalty spot,no outcome,False,False,False,262930.0,31.31,8.46
781,79,85.96,b'SpVgg Greuther F\xfcrth',True,penalty spot,clearance,False,True,False,202126.0,93.37,28.39
782,79,85.69,b'SpVgg Greuther F\xfcrth',True,far post,goal,True,False,True,266647.0,57.37,34.89
783,79,45.83,b'SpVgg Greuther F\xfcrth',True,near post,clearance,False,True,False,226627.0,98.48,39.19
791,80,70.43,b'Borussia Dortmund',False,far post,goal,True,False,True,240740.0,63.92,36.01
792,80,1.1,b'Borussia Dortmund',False,penalty spot,goal,True,False,True,242641.0,96.46,13.63
793,80,58.15,b'Borussia Dortmund',False,near post,clearance,False,True,False,265484.0,17.93,43.56
794,80,54.71,b'Borussia Dortmund',True,near post,shot,True,False,False,180706.0,84.93,6.75
795,80,44.91,b'Sampdoria',True,far post,foul,False,False,False,239452.0,61.57,45.26
801,81,55.77,b'FC Bayern M\xfcnchen',False,near post,no outcome,False,False,False,236193.0,56.95,48.41
811,82,72.1,b'Fortuna D\xfcsseldorf',True,penalty spot,no outcome,False,False,False,228614.0,4.95,41.76
812,82,11.35,b'Udinese',True,near post,shot,True,False,False,183580.0,45.32,2.32
813,82,22.96,b'Fortuna D\xfcsseldorf',True,penalty spot,clearance,False,True,False,231835.0,22.42,25.44
821,83,18.21,b'FC K\xf6ln',True,near post,shot,True,False,False,268271.0,3.04,37.71
831,84,62.06,b'West Ham United',True,penalty spot,clearance,False,True,False,230348.0,63.46,18.33
832,84,3.5,b'West Ham United',True,far post,clearance,False,True,False,234112.0,76.23,49.59
833,84,37.13,b'Atl\xe9tico Mineiro',False,far post,clearance,False,True,False,205897.0,89.36,15.77
841,85,67.77,b'Kaizer Chiefs',False,penalty spot,no outcome,False,False,False,203850.0,20.53,18.09
842,85,74.33,b'Internacional',True,penalty spot,clearance,False,True,False,230463.0,29.37,45.89
843,85,51.42,b'Kaizer Chiefs',True,far post,shot,True,False,False,192071.0,34.19,41.35
844,85,5.36,b'Kaizer Chiefs',False,near post,clearance,False,True,False,238986.0,67.41,13.53
845,85,21.95,b'Kaizer Chiefs',True,far post,clearance,False,True,False,222400.0,94.05,3.06
851,86,75.44,b'Genoa',True,far post,clearance,False,True,False,243657.0,43.9,46.93
852,86,54.32,b'Genoa',True,far post,shot,True,False,False,263043.0,23.03,12.72
853,86,74.84,b'Bologna',False,penalty spot,clearance,False,True,False,219655.0,72.5,29.54
861,87,49.1,b'Rapid Vienna',False,near post,shot,True,False,False,221479.0,83.09,34.73
862,87,74.15,b'Rapid Vienna',True,far post,goal,True,False,True,268259.0,27.76,29.22
871,88,57.99,b'Club Athletico Paranaense',False,penalty spot,shot,True,False,False,236076.0,74.66,20.25
872,88,17.34,b'Club Athletico Paranaense',True,far post,no outcome,False,False,False,208004.0,82.05,32.41
873,88,30.35,b'Club Athletico Paranaense',True,penalty spot,clearance,False,True,False,208128.0,82.85,47.69
881,89,56.99,b'Schalke 04',False,near post,shot,True,False,False,235126.0,1.13,32.17
882,89,16.89,b'Eintracht Frankfurt',True,near post,no outcome,False,False,False,206085.0,27.6,32.22
883,89,6.08,b'Eintracht Frankfurt',True,near post,no outcome,False,False,False,206463.0,85.57,43.52
891,90,62.07,b'Spezia',True,near post,goal,True,False,True,247204.0,52.84,16.13
892,90,8.17,b'Spezia',True,far post,shot,True,False,False,261991.0,33.69,36.58
893,90,48.91,b'RB Leipzig',True,far post,goal,True,False,True,209840.0,27.73,25.12
901,91,62.18,b'Crotone',True,far post,shot,True,False,False,201243.0,70.68,7.57
902,91,25.21,b'Kaizer Chiefs',True,far post,goal,True,False,True,210537.0,16.16,10.35
911,92,46.04,b'DSC Arminia Bielefeld',True,near post,shot,True,False,False,244925.0,92.61,44.02
912,92,63.24,b'FC Red Bull Salzburg',True,penalty spot,clearance,False,True,False,215466.0,79.76,26.67
913,92,61.34,b'FC Red Bull Salzburg',True,penalty spot,goal,True,False,True,230493.0,56.6,49.81
921,93,35.58,b'Ava\xed',True,near post,goal,True,False,True,263076.0,70.41,14.99
