corner_id,freekick_id,defender_id,attacker_id,marking_type
251.0,,243442.0,211748.0,man-marking
251.0,,205943.0,202857.0,man-marking
251.0,,205363.0,231521.0,man-marking
251.0,,244349.0,199042.0,man-marking
251.0,,232244.0,241852.0,man-marking
251.0,,219391.0,213955.0,man-marking
252.0,,230912.0,253149.0,man-marking
252.0,,205363.0,212242.0,man-marking
252.0,,205943.0,211748.0,man-marking
252.0,,255580.0,256630.0,man-marking
252.0,,243442.0,263949.0,man-marking
252.0,,205391.0,215353.0,man-marking
252.0,,258464.0,,zonal
,251.0,219852.0,189606.0,man-marking
,251.0,243442.0,256630.0,man-marking
,251.0,205943.0,231521.0,man-marking
,251.0,255580.0,239970.0,man-marking
,251.0,235163.0,246618.0,man-marking
,251.0,232244.0,265194.0,man-marking
,252.0,233968.0,269863.0,man-marking
,252.0,245091.0,202857.0,man-marking
,252.0,205363.0,256630.0,man-marking
,252.0,244349.0,199042.0,man-marking
,252.0,233884.0,255223.0,man-marking
,252.0,219391.0,253149.0,man-marking
,252.0,225316.0,213955.0,man-marking
,253.0,233968.0,253149.0,man-marking
,253.0,244349.0,241852.0,man-marking
,253.0,225316.0,211748.0,man-marking
,253.0,255580.0,199042.0,man-marking
,253.0,233884.0,263312.0,man-marking
,253.0,219391.0,215353.0,man-marking
261.0,,200353.0,212977.0,man-marking
261.0,,223671.0,254556.0,man-marking
261.0,,235290.0,261428.0,man-marking
261.0,,210320.0,230065.0,man-marking
261.0,,228946.0,266433.0,man-marking
261.0,,173160.0,234333.0,man-marking
261.0,,248808.0,,zonal
262.0,,267446.0,238068.0,man-marking
262.0,,271473.0,173909.0,man-marking
262.0,,193532.0,230065.0,man-marking
262.0,,210320.0,234333.0,man-marking
262.0,,237819.0,243061.0,man-marking
262.0,,173160.0,212626.0,man-marking
262.0,,258966.0,,zonal
263.0,,223671.0,244271.0,man-marking
263.0,,235290.0,205402.0,man-marking
263.0,,269183.0,173909.0,man-marking
263.0,,257278.0,230065.0,man-marking
263.0,,237819.0,234333.0,man-marking
263.0,,170320.0,181820.0,man-marking
263.0,,242280.0,,zonal
263.0,,248808.0,,zonal
264.0,,210041.0,193532.0,man-marking
264.0,,264589.0,170320.0,man-marking
264.0,,197837.0,242280.0,man-marking
264.0,,232244.0,173160.0,man-marking
264.0,,227234.0,258966.0,man-marking
,261.0,229487.0,210320.0,man-marking
,261.0,212977.0,237819.0,man-marking
,261.0,197837.0,255070.0,man-marking
,261.0,192557.0,254819.0,man-marking
,261.0,230065.0,201335.0,man-marking
,261.0,173909.0,269182.0,man-marking
,261.0,201262.0,,zonal
,262.0,268536.0,193532.0,man-marking
,262.0,244629.0,170320.0,man-marking
,262.0,210719.0,193361.0,man-marking
,262.0,192557.0,235149.0,man-marking
,262.0,173909.0,254819.0,man-marking
,263.0,210320.0,173909.0,man-marking
,263.0,235290.0,238068.0,man-marking
,263.0,245900.0,205402.0,man-marking
,263.0,257278.0,201262.0,man-marking
,263.0,242280.0,227647.0,man-marking
,263.0,237819.0,261007.0,man-marking
,263.0,170320.0,,zonal
